Date,Startup,Industry_Vertical,SubVertical,Location,Investor,Investment_Type,Amount(USD),Remarks
21-02-2017,True balance,Consumer Internet,Mobile balance Checking App,Gurugram,"Softbank Ventures Korea, IMM Investment",Private Equity,"1,50,00,000",
22-02-2017,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed Funding,"40,000",
23-02-2017,Get my parking,Consumer Internet,Smart Parking Platform,Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,"11,00,000",
23-02-2017,Lets reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,,
24-02-2017,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,,
27-02-2017,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bengaluru,Ishan Manaktala,Seed Funding,,
27-02-2017,Biryani by kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurugram,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh ",Seed Funding,"3,75,000",
27-02-2017,Johari shop,ECommerce,Online Jewellery etailer,Bengaluru,Undisclosed Investors,Seed Funding,"94,000",
28-02-2017,Neostencil,Consumer Internet,Live Online Coaching Classes,Delhi,"Brand Capital, Paragon Trust",Private Equity,"10,00,000",
28-02-2017,Blackbuck,Logistics,Online freight aggregator,Bengaluru,"Sands Capital, IFC, Accels, Flipkart, Sanjiv Rangrass",Private Equity,"7,00,00,000",
02-01-2017,Taxsutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,"3,66,000",
03-01-2017,Tempogo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding,"8,25,000",
03-01-2017,Gofynd,ecommerce,Fashion ecommerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,,
03-01-2017,Vow car clinic,Consumer Internet,Online/App Based Car cleaning service provider,Gurugram,Vishal Malik,Seed Funding,,
04-01-2017,Learntron,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,Seed Funding,,
05-01-2017,Mobident,Consumer Internet,Dentist Appointments booking platform,Bengaluru,DanGold Investment Corp,Private Equity,,
05-01-2017,Yostra,Technology,Healthcare Technology Solutions,Bengaluru,"Marico Innovation Foundation (MIF), Villgro",Private Equity,,
06-01-2017,Leap india,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,"1,30,00,000",
07-01-2017,Freecharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,"5,70,00,000",
09-01-2017,Ticketnew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,"3,50,00,000",
10-01-2017,Intelligence node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,"8,00,000",
10-01-2017,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,"50,00,000",
10-01-2017,Loan frame,Consumer Internet,Small Business Loans Marketplace platform,Gurugram,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,"22,50,000",
10-01-2017,Driveskool,Consumer Internet,online marketplace for driving schools,Bengaluru,Aavya Ventures,Seed Funding,,
10-01-2017,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,"1,00,000",
10-01-2017,Lenskart,eCommerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity,"35,00,000",
11-01-2017,Instaoffice,Consumer Internet,CoWorking Spaces booking platform,Gurugram,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed Funding,,
12-01-2017,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Bengaluru,"IDG Ventures, Endiya Partners",Private Equity,"13,50,000",
12-01-2017,Square yards,Consumer Internet,Property Search Aggregator platform,Gurugram,"Lohia Group, Andre Hoffman",Private Equity,"1,00,00,000",
13-01-2017,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments ,Private Equity,"41,00,000",
13-01-2017,Paisawapas,Consumer Internet,Cashback & Coupons platform,Bengaluru,Vividhity Ventures,Seed Funding,,
13-01-2017,Iservice,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding,"4,40,000",
14-01-2017,Unacademy,Consumer Internet,Online learning platform,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,"45,00,000",
14-01-2017,Secururax,Technology,Cloud-based solutions provider,Bengaluru,"Axilor Ventures, Parampara Early Stage Opportunities Fund ",Private Equity,,
16-01-2017,Leadburg,Consumer Internet,Personality Development Mobile App,Bengaluru,"Harsh V. Pant, Ratheesh Raveendran",Seed Funding,,
16-01-2017,Zolostays,Consumer Internet,Branded PG Accomodation booking platform,Bengaluru,"Nexus Venture Partners, Innoven Capital",Private Equity,"50,00,000",
16-01-2017,Oi media,Technology,SAAS Based Media Marketing platform,Delhi,Quarizon,Seed Funding,,
16-01-2017,Hipcouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding,"7,00,000",
17-01-2017,Curiositi,Consumer Internet,Online Learning Platform,Bengaluru,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,"8,00,000",
17-01-2017,Tinystep,Consumer Internet,Parenting Info & Social Network,Bengaluru,Flipkart,Private Equity,"20,00,000",
17-01-2017,Practo,Consumer Internet,Online Healthcare platform,Bengaluru,"Tencent, ru-Net, RSI Fund, Thrive Capital",Private Equity,"5,50,00,000",
17-01-2017,Ketchupp,Consumer Internet,Food Discovery Platform,Delhi,India Quotient ,Seed Funding,"4,41,000",
17-01-2017,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding,"5,00,000",
17-01-2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,"Ajith Nair, Anish K",Seed Funding,"1,47,000",
18-01-2017,Kratikal,Technology,Cyber Security Solution provider,Delhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",Seed Funding,,
18-01-2017,Direct create,eCommerce,B2B Marketplace for Handicrafts,Gurugram,Rajasthan Venture Capital Fund,Seed Funding,,
18-01-2017,Vahdam teas,eCommerce,Online Tea etailer,Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,"6,50,000",
18-01-2017,Qwikspec,Technology,Cloud-based construction,Bengaluru,Undisclosed Investors,Seed Funding,"3,00,000",
19-01-2017,Pparke,Consumer Internet,Parking Solutions mobile app,Bengaluru,SB Ventures,Seed Funding,,
19-01-2017,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,"10,00,000",
19-01-2017,Native special,eCommerce,Indian Sweets & Snacks etailer,Karur,"Indian Angel Network, Native Angels Network",Seed Funding,,
19-01-2017,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,SD Group,Private Equity,,
20-01-2017,Ethosh,Technology,Visual and Interactive communications Solutions,Pune,Deepak Nathani,Seed Funding,,
20-01-2017,Wydr,eCommerce,B2B Wholesale Marketplace in India,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",Private Equity,,
20-01-2017,Tyre express,Technology,IoT platform for Tyre Performance management & tracking,Mumbai,IvyCamp Ventures,Seed Funding,,
20-01-2017,Connaizen,Technology,Data Analytics platform,Delhi,Umang Moondra,Seed Funding,,
22-01-2017,Messagif,Consumer Internet,social messaging platform,Delhi,Undisclosed investor,Seed Funding,"50,000",
23-01-2017,Smarthi,Technology,Audit automation Solutions,Pune,Singapore based investor,Seed Funding,,
23-01-2017,Cron systems,Technology,Border Intrusion Alert Solutions,Delhi,YourNest Fund II,Seed Funding,,
23-01-2017,Cuemath,Technology,Maths Learning program,Delhi,"CapitalG, Sequoia India",Private Equity,"1,50,00,000",
23-01-2017,Chippersage,Technology,Online learning platform,Bengaluru,India Educational Investment Fund,Seed Funding,,
24-01-2017,Selectjobs,Consumer Internet,Online Job portal,Mumbai,India Educational Investment Fund,Seed Funding,,
24-01-2017,Khel now,Consumer Internet,Mobile-based Social Platform for Sports,Bengaluru,Indochine International,Private Equity,"5,00,000",
24-01-2017,Nowfloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,"1,00,00,000",
24-01-2017,Lets transport,Consumer Internet,Online transport vehicle booking platform,Bengaluru,"GMO Japan, Neelesh Bhatnagar",Private Equity,"40,00,000",
24-01-2017,Betaout,Technology,ECommerce Marketing Software,Noida,East Ventures ,Private Equity,,
25-01-2017,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"Sharad Sharma, Rajan Anandan, Amit Ranjan, Alok Mittal ",Seed Funding,,
25-01-2017,Rml agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,"40,00,000",
25-01-2017,Loyaltyprime,Technology,Loyalty program management solutions,Delhi,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",Private Equity,,
25-01-2017,Instasafe,Technology,Security-as-a-Service solution provider,Bengaluru,ABM Knowledgeware,Private Equity,"22,00,000",
25-01-2017,Infibeam,eCommerce,eCommerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,"88,00,000",
02-01-2017,99games,Technology,Mobile Game Developer Studio,Udupi,Dream Incubator,Seed Funding,,
26-01-2017,Airmed labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,"14,00,000",
26-01-2017,99perhour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed Funding,"3,00,000",
26-01-2017,Kochi post,Consumer Internet,English Online News portal,Kochi,"Rajesh Yohannan, Puthen & Cole",Seed Funding,,
30-01-2017,Intuit things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta  ( The Ten Minute Million),Seed Funding,"1,06,000",
30-01-2017,Cloudrino,Technology,Cloud based Virtual Servers,Delhi,The Ten Minute Million,Seed Funding,"22,500",
30-01-2017,Fabx,eCommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding,"68,000",
30-01-2017,Maptags,Consumer Internet,Smart Online address tags,Bengaluru,The Ten Minute Million,Seed Funding,"18,000",
30-01-2017,Yolo health,Consumer Internet,Online Healthcare platform,Mumbai,Chandigarh Angels Network (CAN),Seed Funding,,
31-01-2017,Heads up for tails,eCommerce,Online Pet Products Store,Delhi,Undisclosed Investors,Private Equity,"20,00,000",
31-01-2017,Register my marriage,Consumer Internet,Online Marriage Registration services,Delhi,Mumbai Angels,Seed Funding,,
01-12-2016,Sidqam,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,"12,00,000",
01-12-2016,India lends,Consumer Internet,Online Instant personal Loan provider,Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,"40,00,000",
01-12-2016,Slide app,Consumer Internet,Lock screen Rewards mobile app,Delhi,Songhyun Investment,Private Equity,"36,00,000",
02-12-2016,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,Delhi,Undisclosed,Seed Funding,"1,00,000",
02-12-2016,Streo,Consumer Internet,Live Music Streaming App,Bengaluru,"GEMs Advisory, Quarizon",Seed Funding,,
02-12-2016,Tygr,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,"30,00,000",
05-12-2016,Mr hot foods,Consumer Internet,Online Food Ordering & Delivery Portal,Indore,IvyCamp Ventures,Seed Funding,,
05-12-2016,Urdoorstep,eCommerce,Online Grocery Store,Bengaluru,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,"14,00,000",
05-12-2016,Onn bikes,eCommerce,"On-demand, self-drive bike rental platform",Mumbai,Grace Capital Ventures,Seed Funding,,
06-12-2016,Diro labs,Consumer Internet,Mobile Contacts Management app,Delhi,Info Edge (India),Seed Funding,"1,47,000",
06-12-2016,Thb,Technology,Clinical research and data analytics,Gurugram,"Ajith Sukumaran, Currae Healthtech Fund",Seed Funding,,
07-12-2016,Lookatme,Consumer Internet,Mobile App based Fashion Network,Singapore,Eros Labs,Seed Funding,,
07-12-2016,Netree,eCommerce,Mobile-only Retailers Engagement Solution,Delhi,"The Chennai Angels, LetsVenture",Seed Funding,,
07-12-2016,Bookeventz,Consumer Internet,"Venue, Events Booking platform",Mumbai,Investors from Mumbai Angels & LetsVenture,Seed Funding,,
07-12-2016,Tailslife,Consumer Internet,Pet Parenting mobile app,Bengaluru,"Mohan Kumar, V. Balakrishnan",Seed Funding,,
07-12-2016,Revv,Consumer Internet,Self-Driven Car Services booking portal,Delhi,Edelweiss Private Equity,Private Equity,"90,00,000",
07-12-2016,Wealthapp,Consumer Internet,Online Investment Advisory platform,Bengaluru,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar, Ramkumar Nishtal, Arjun Sharmaa",Seed Funding,"4,40,000",
07-12-2016,Vehico,Technology,Connected Transportation solutions,Bengaluru,"Calcutta Angel Network, Appliyifi",Seed Funding,,
08-12-2016,Zest money,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,"65,00,000",
08-12-2016,Gomechanic,Consumer Internet,Online Car servicing Booking platform,Gurugram,Venture Catalysts,Seed Funding,"2,50,000",
09-12-2016,Stalk buy love,eCommerce,Fashion Apparel eTailer,Delhi,Kalaari Capital,Private Equity,"60,00,000",
09-12-2016,Nykaa,eCommerce,Beauty Products etailer,Mumbai,Max Ventures and Industries,Private Equity,,
09-12-2016,Wittyparot,Technology,Content Management & Productivity platform,Bengaluru,Mumbai Angels,Seed Funding,"4,50,000",
09-12-2016,Neuroequilibrium,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed Funding,"2,50,000",
12-12-2016,Xseed education,Technology,Education & learning Tech platform,Bengaluru,Verlinvest SA,Private Equity,"1,00,00,000",
12-12-2016,Rupaiya exchange,Consumer Internet,P2P Lending platform,Delhi,Undisclosed Investors,Seed Funding,"2,00,000",
12-12-2016,Doctor insta,Consumer Internet,Online Doctor Consulting platform,Gurugram,RoundGlass Partners,Private Equity,"20,00,000",
12-12-2016,Urbanpiper,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,Bengaluru,"Axilor, undisclosed investors",Seed Funding,,
12-12-2016,Fresh food concepts,Food & Beverage,Cold Press Juice manufacturer & seller,Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,"20,00,000",
13-12-2016,Indifi,Consumer Internet,Online lending platform,Gurugram,Omidyar Network,Private Equity,"1,00,00,000",
13-12-2016,Gocomet,Logistics,Marketplace for International Freight,Mumbai,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",Seed Funding,,
13-12-2016,Ofbusiness,eCommerce,Online business-to-business (B2B) marketplace,Gurugram,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,"1,11,00,000",
14-12-2016,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,Delhi,"FiNC, GHV",Seed Funding,,
14-12-2016,Qacco,Consumer Internet,Hotel Booking platform,Gurugram,"Lead Angels Network, Anbu Pandian, Prabhakar MR ",Seed Funding,"1,50,000",
14-12-2016,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,Delhi,Mumbai Angels,Seed Funding,"10,00,000",
14-12-2016,Moengage,Technology,User analytics and engagement platform,Bengaluru,Anand Chandrasekaran,Seed Funding,,
14-12-2016,Ten3t health,Technology,medical grade wearable patch maker,Bengaluru,"V. Krishna Prasad, Bhupen Shah ",Seed Funding,,
14-12-2016,Trading bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,"2,97,000",
15-12-2016,Servd,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,"1,00,000",
15-12-2016,Ideaforge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,"1,00,00,000",
15-12-2016,Amagi media labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,"3,50,00,000",
15-12-2016,Pocket aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,"30,00,000",
16-12-2016,Pi data centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,"2,30,00,000",
16-12-2016,Tripshelf,Consumer Internet,Holiday Packages provider,Delhi,"GEMS Advisory, Quarizon",Seed Funding,"1,23,000",
19-12-2016,Events high,Consumer Internet,Events & Activities Marketplace,Bengaluru,Axilor Ventures,Private Equity,,
19-12-2016,Nobroker,Consumer Internet,Rental property search portal,Bengaluru,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,"74,00,000",
20-12-2016,Vivocarat,eCommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,"50,000",
20-12-2016,Tiyo,Consumer Internet,Doctor Search Mobile App,Kolkata,Ajith Nair,Seed Funding,,
20-12-2016,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Bengaluru,Cyber Carrier CL,Private Equity,,
20-12-2016,Byju’s,Consumer Internet,Online Learning platform,Bengaluru,International Financial Corporation,Private Equity,"1,50,00,000",
21-12-2016,Supr daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",Seed Funding,,
21-12-2016,The bluebook,Consumer Internet,online to offline marketing platform,Bengaluru,"Indian Angel Network, Lets Venture",Seed Funding,"5,00,000",
21-12-2016,Mamaearth,eCommerce,Babycare Products seller,Delhi,Fireside Ventures ,Seed Funding,,
21-12-2016,Vegetall,eCommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding,"1,62,000",
22-12-2016,Innoplexus,Technology,Data as a Service Provider,Pune,HCS Venture capital fund,Private Equity,,
22-12-2016,Mindler,Consumer Internet,Career Planning & Assessment platform,Delhi,Taxmann,Seed Funding,"3,24,000",
22-12-2016,Mcaffeine,eCommerce,Personal care product etailer,Bengaluru,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding,"3,00,000",
23-12-2016,Enkast,Technology,Cloud based CRM for Agencies,Bengaluru,Ivy League Alumni Angel Network,Private Equity,"20,00,000",
